Competency Code,ID,Name,Type,Family,Definition,Division,IsActive
"TECH-CERT-001","cmhrr6i8a00v2atz0e5hdpjc2","Aircraft Recovery (AR) KIT Management","TECHNICAL","Certification & Compliance","Knowledge and ability to plan, operate and maintain the AR KIT and SOPs in line with OEM requirements and safety procedures. Knowledge of the procedures anf regulatory requirements of aircraft recovery.","Compliance","true"
"TECH-CERT-002","cmhrr6i7100ncatz0zjebme66","Airport Certification Management","TECHNICAL","Certification & Compliance","Knowledge of international and local requirements to achieve a successful airport certification. Ability of populating and preparing the application and procedures required for certification including Aerodrome Manual, Emergency plan, Safety Management system, Security Program, wildlife plan, Maintenance plan, Fire Manual, as well as Driving Certification Process.","Compliance","true"
"TECH-CERT-003","cmhrr6i7l00r3atz0c8hvhoc3","Airport Risk Management","TECHNICAL","Certification & Compliance","Ability to identify and assess the undesired or adverse events that can lead to the occurrence of a hazard. Knowledge of both reactive and proactive methods and techniques for hazard identification. Ability to develop control measures against the identified risks.","Compliance","true"
"TECH-CERT-004","cmhrr6i7800olatz051v46aj6","Audit & Assessment","TECHNICAL","Certification & Compliance","Ability to plan and perform audit activities in all Airport operations in line with PACA and ICAO standards and regulations covering Safety Management Systems, Rescue and Firefighting, Wildlife and Foreign Object Management, Winter operations, Operation in reduced visibility and Runway Incursion Prevention. Ability to carry out investigations and inspections whenever needed and carry out competency assessment of Airport personnel on regular basis.","Compliance","true"
"TECH-CERT-005","cmhrr6i7t00sgatz0a1apblhz","Crisis Management","TECHNICAL","Certification & Compliance","Knowledge of the Emergency guidelines and actions to be taken after a crisis has occurred. Knowledge of the potential impact of various types of crises and how to minimize the scope of damage. Abiliity to prepare an action plan addressing various kinds of crisis in order to minimize the damage.","Compliance","true"
"TECH-CERT-006","cmhrr6i6v00m5atz0cgs3owmn","Knowledge of Regulations(Strategy)","TECHNICAL","Certification & Compliance","Knowledge and understanding of the international standards and regulations of ICAO and PACA, compliance standards and operations, as well as safety and security regulations. Knoweldge and understanding of the Obstacle Limitation Surfaces (OLS)","Strategy and Planing","true"
"TECH-CERT-007","cmhrr6i7f00puatz01atkyytz","Stakeholder Management(C&C)","TECHNICAL","Certification & Compliance","Understanding of the various stakeholders mainly Oman Air, PACA and ROP, involved in airport operations and an ability to liaise with them for auditing and certification procedure, simulations, emergency situations, action planning and training.","Compliance","true"
"TECH-CERT-008","cmhrr6i8000ttatz08qpqvd8j","Standard Operating Procedure (SOP)  Management","TECHNICAL","Certification & Compliance","Ability to examine existing SOPs, identify shortfalls, and develop an action plan. Ability to prepare comprehensive set of SOPs through effective data collection, documentation, developing formats, reviewing the approval process. Ability to identify the requirements and systems needed to ensure that new SOPs are understood and implemented correctly.","Compliance","true"
"TECH-COMM-001","cmhrr6izw056satz0uje0en33","Aviation Industry Knowledge (Commercial)","TECHNICAL","Commercial","It is the understanding of the aviation industry business operations, the internal (knowledge, management, and workforce) and external (economy, competitors, and technology) driving forces, passenger growth, socio-economic factors impacting the aviation industry, and market dynamics. It also includes an overview of the business operations, key cost components, revenue and profitability drivers, and key performance matrices.","Commercial","true"
"TECH-COMM-002","cmhrr6j2p05mtatz0wi25otvy","Billing and Invoicing","TECHNICAL","Commercial","It is the understanding of the billing and invoicing process applicable to various accounts (aero and non aero) at OA. It includes an understanding of the billing terms and conditions, milestones and other applicable KPIs. It also includes an understanding of the MIS covering the billing and collections and an ability to follow up with the customers on payments.","Commercial","true"
"TECH-COMM-003","cmhrr6j2805k5atz0d0mqgabi","Budget Development and Control (Commercial)","TECHNICAL","Commercial","It is the understanding of the process of developing the budgets as well as the ability to develop budgets for the department factoring in both operating expenses and capital expenditures. It also includes the skill of reviewing the budgets at regular intervals to ensure adherence.","Commercial","true"
"TECH-COMM-004","cmhrr6j1i05g4atz02w5w53kl","Business Case Development and Analysis","TECHNICAL","Commercial","It is the ability to prepare a business cases by identifying, sourcing and organizing the information in a logical manner to enhance revenue opportunities. The ability to carry out cost-benefit analysis, including the time value of money, present value concepts, and quantifying tangible and intangible benefits.","Commercial","true"
"TECH-COMM-005","cmhrr6j040583atz0zh0lzc2a","Commercial Acumen","TECHNICAL","Commercial","The ability to identify key cost elements as well as key drivers of costs and revenues, including pricing.  It includes the ability to use this understanding to identify ways to control costs and maximize revenue, to enhance service and organizational profitability. The ability to identify areas of revenue leakage.","Commercial","true"
"TECH-COMM-006","cmhrr6j3n05s1atz04utif7ym","Concession Management","TECHNICAL","Commercial","It is the understanding of aero and non-aero concession segments covering hospitality, retail, services, fuel farm, in-flight catering, ground handling, and cargo handling. It includes an understanding of their revenue/cost structure, operation model, and key performance matrices. It is the ability to manage the service provider and revenue generated from the concession contract to ensure smooth operations for OA.","Commercial","true"
"TECH-COMM-007","cmhrr6j1y05ioatz0kklecc86","Financial Forecasting and Projections","TECHNICAL","Commercial","It is the knowledge of the industry growth drivers including social, economic and demographics. An ability to understand and apply the forecasting tools and techniques and identify trends & to understand the influence of market drivers. It also includes the ability to carry out market research (where required) and track developments impacting the business.","Commercial","true"
"TECH-COMM-008","cmhrr6j0n05b7atz0bqi5858r","Key Account Management","TECHNICAL","Commercial","It is the skill of Identifying opportunities and taking action to build relationships between OA and other internal and external stakeholders to help achieve business goals. It is the ability to source and retain contracts and key accounts (Aero and Non-Aero) through networking, proactive relationship management, understanding customer needs and effective business case presentation.","Commercial","true"
"TECH-COMM-009","cmhrr6j1q05hbatz0p97rs2v5","Market Intelligence","TECHNICAL","Commercial","It is an ability to analyse data from various sources such as business intelligence tools to help OA make informed decisions in relation to passenger movement and buying trends. It is also an ability to interpret trends in aviation, passenger behavior, airline expansion plans, airport service provision, and tourism and ability to relate to  OA business.  It includes the ability to carry out analytics on aero, non aero, and property revenues and align OA strategy to maximize the revenues. .Including any other business relevant information relating to the individual's area of responsibility","Commercial","true"
"TECH-COMM-010","cmhrr6j2h05liatz0d1x6qzru","Parking, Transportation, and Tariff Segment Understanding","TECHNICAL","Commercial","It is an understanding of the operational aspects of the parking area, transportation and tariff segment. It includes an understanding of their revenue/cost structure, operation model, and key performance matrices for all.","Commercial","true"
"TECH-COMM-011","cmhrr6j3d05qmatz0oaaj403n","Pricing Strategy Development","TECHNICAL","Commercial","The ability to design and develop a pricing strategy covering pricing models, profit drivers, customer value, and customer satisfaction. This also includes the ability to prepare pricing recommendations based on analysis of market intelligence that are also in line with the legal and regulatory framework. The ability to monitor and revise pricing strategy, and benchmark them against market trends while supporting OA's business initiatives.","Commercial","true"
"TECH-COMM-012","cmhrr6j0y05cyatz0ky7kz5s1","Property Management","TECHNICAL","Commercial","It is the knowledge of the assets and resources available from OA and the ability to identify the tenancy mix and target tenants and pursue and attract them to invest in the OA real estate (lease from OA). It includes the skill of negotiating the terms and conditions, finalizing lease rentals and the lease agreements. It also includes being in touch with the tenants and addressing their queries/ concerns and grievances relating to property and taking appropriate action to maintain their satisfaction levels. The understanding of prevailing market rates and the ability to set OA's rates in line with market rates.","Commercial","true"
"TECH-COMM-013","cmhrr6j1905epatz0k3coj1e9","Real Estate Development","TECHNICAL","Commercial","It is the ability to understand and implement the real estate master plan for OA and finalizing the model for identifying and attracting potential investors. It includes the skill of preparing a business case for investment and influencing the potential investors.","Commercial","true"
"TECH-COMM-014","cmhrr6j0d059katz06ucwfaok","Route Development","TECHNICAL","Commercial","It is the ability to understand targeted airlines' network strategy, identify potential route targets,  and meet with the decision makers to negotiate contracts. It is an ability to prepare business cases and meet with the relevant stakeholders to influence and negotiate partnerships. It is also an ability to develop and execute marketing campaigns targeting the airlines/ routes and promoting Oman as a destination.","Commercial","true"
"TECH-COMM-015","cmhrr6j2w05nyatz03gdytq0h","Stakeholder Management (Commercial)","TECHNICAL","Commercial","Knowledge and understanding of different stakeholders, their needs, priorities and agenda. It includes actively engaging and partnering with them to achieve a common objective.  The ability to liaise with stakeholders such as PACA, IATA,  ICAO and ROP etc. and utilize market intelligence outputs to draft the documentation and prepare the presentation required for consultation meetings with airlines. The ability to influence the airlines' decision in favor of OA.","Commercial","true"
"TECH-FINA-001","cmhrr6j8606h2atz0w95c2s4f","Accounting Principles & Standards","TECHNICAL","Finance & Procurement","It is the knowledge of accounting concepts and principles such as accounts receivable, accounts payable, cash management, general ledger, fixed assets, budgeting, cost accounting, management accounting, and financial consolidation.  It includes the understanding of accounting standards such as IFRS, GAAP or other similar standards. It is also the skill of preparing financial statements such as balance sheet, income statement, and statement of cash flow.","Finance","true"
"TECH-FINA-002","cmhrr6j8e06ibatz0nymie0mj","Audit & Assurance","TECHNICAL","Finance & Procurement","It is the understanding of the processes and procedures for internal as well as external audits and the requirements for facilitating audits like state audit, ISO audit, internal investigations etc.  It includes the ability to provide high quality audits by evaluating information systems and internal controls, gathering evidence and performing procedures to meet the objectives of audit and assurance engagements.","Finance","true"
"TECH-FINA-003","cmhrr6j8m06jkatz0frbredye","Aviation & Airport Management Services Sector Knowledge (F&P)","TECHNICAL","Finance & Procurement","It is the knowledge and understanding of the aviation and airport management sector business operations, the driving forces, market dynamics including the regulatory framework. It includes gaining an understanding of other competitive markets in GCC / other countries. It also includes an overview of the business operations, key cost components, revenue and profitability drivers and key performance metrics.","Finance","true"
"TECH-FINA-004","cmhrr6ici01g0atz0nwb87xbb","Budget Development and Control","TECHNICAL","Finance & Procurement","It is the understanding of the process of developing the budgets as well as the ability to develop budgets for the organization/unit/division/department factoring in both operating expenses and capital expenditures. It also includes the skill of reviewing the budgets at regular intervals to ensure adherence.","Finance","true"
"TECH-FINA-005","cmhrr6ie701p7atz016mw450e","Contract Dispute Management","TECHNICAL","Finance & Procurement","It is the ability to prevent the occurrence of disputes in a contract due to proactive contract management and the ability to resolve disputes amicably through negotiations, arbitration, mediation or litigation in the interest of the organization's business needs. In case of a dispute, apply thorough analytical and critical thinking skills to determine the root cause, calculate claim and communicate it formally using defined reporting mechanisms.","Finance","true"
"TECH-FINA-006","cmhrr6iej01r1atz0fdtvaodo","Contracting","TECHNICAL","Finance & Procurement","It is the ability to draft and vet contracts as per regulatory and legal frameworks and manage contractors during contract execution.","Finance","true"
"TECH-FINA-007","cmhrr6j7y06fxatz0cq735ncn","Expense Accounting & Payments","TECHNICAL","Finance & Procurement","It is the knowledge of key expenditure classes applicable to OAMC including understanding of the  controls over expenditures and cost control mechanism along with ensuring  payments are processed in line with contractual requirements.","Finance","true"
"TECH-FINA-008","cmhrr6ic701ejatz0sziq9x4x","Finance Strategy","TECHNICAL","Finance & Procurement","It is the understanding of the process of developing a long term, medium term and short term strategy for finance, including its various components like strategic financial decision making framework including investment strategy, investment evaluation, dividend policy, financial planning process, financial policy development and balancing the short term and medium term financial goals.","Finance","true"
"TECH-FINA-009","cmhrr6j8t06klatz0fldymlzu","Financial Operations & Reconciliation","TECHNICAL","Finance & Procurement","It is the understanding and an ability to record financial transactions in Oracle ERP in line with accounting standards. Ability and skill to verify the accuracy of transactions and records by identifying and resolving any irregularities. Knowledge of reconciliation procedures and ability to perform all types of reconciliations and includes the skill of identifying the areas of revenue leakages.","Finance","true"
"TECH-FINA-010","cmhrr6j8z06lmatz0q2cry657","Financial Planning & Forecasting","TECHNICAL","Finance & Procurement","It is the understanding of the principles of financial planning and forecasting and includes the skill to prepare an integrated financial plan for OAMC including developing budgets and forecast scenarios for revenues, cash flow, operating expenses etc. based on OAMC strategy.","Finance","true"
"TECH-FINA-011","cmhrr6j9706mtatz0uk2i63om","Fixed Asset Accounting","TECHNICAL","Finance & Procurement","It is the knowledge of the key factors governing classification of procurements as capital (Capex) and operating (Opex) expenses along with accurate accounting of acquisition, disposals, revaluations and capitalization of assets. It also includes an understanding of various methods of depreciation, rates and the process of calculating depreciation on various asset classes.","Finance","true"
"TECH-FINA-012","cmhrr6j9e06nwatz0mgd933i1","General Ledger & Payroll Accounting","TECHNICAL","Finance & Procurement","It is the knowledge of key adjustments required as part of period end closing process such as provisions, write offs, impairment, fair value adjustments, credit notes, debit notes, accruals and payroll/head count reconciliation.","Finance","true"
"TECH-FINA-013","cmhrr6ic001dkatz0px0rfmdr","Governance 
(Policies & Procedures)","TECHNICAL","Finance & Procurement","It is the knowledge of the OA's policies and procedures along with adequate understanding of the application of policy level directives and following the defined processes and authority (as defined in delegation of authority) to ensure effective system of internal controls","Finance","true"
"TECH-FINA-014","cmhrr6j9s06pyatz0vmdydtix","Insurance Risk Management","TECHNICAL","Finance & Procurement","It is the knowledge of OAMC's risk transfer framework undertaken via insurance. It also includes the knowledge of available insurances coverages and skill of defining risk transfer strategy to optimize the risk exposure and coverage by maintaining active liaison with the insurance provider.","Finance","true"
"TECH-FINA-015","cmhrr6ied01q4atz0el3ltzn1","Legal and Regulatory framework understanding (F&P)","TECHNICAL","Finance & Procurement","It is the understanding of the Omani Tender law, legal and regulatory framework that is relevant to the tendering process in the organization and ensuring economical and ethical use of resources","Finance","true"
"TECH-FINA-016","cmhrr6id501jeatz0sgskm6l7","Performance Reporting","TECHNICAL","Finance & Procurement","It is the skill to prepare various MIS/ financial performance reports that are customized as well as standardized for requirements of internal stakeholders. It is the ability to interpret such reports and share insights on performance of leading and lagging indicators.","Finance","true"
"TECH-FINA-017","cmhrr6idc01kfatz0thtt2lmc","Procurement Planning","TECHNICAL","Finance & Procurement","It is the ability to plan and develop a strategy and budget for procurement of material in line with the specifications of user departments. It also includes the application of design skills, MIS and management reporting for the function including conducting spend analytics to identify any synergistic potential in procurement for strategic procurement decision making.","Finance","true"
"TECH-FINA-018","cmhrr6ja106rdatz00tz0zdbi","Revenue Accounting","TECHNICAL","Finance & Procurement","It is the knowledge of key revenue streams i.e. concession fee, parking fees, hanger fees, passenger handling charges, landing fee, etc. and other key contractual terms and conditions governing revenue. It includes timely invoicing and collections of dues to avoid any cash flow difficulty, delinquent receivables and revenue leakages.","Finance","true"
"TECH-FINA-019","cmhrr6icr01hbatz0qakdrrsd","Risk Management (Financial & Procurement)","TECHNICAL","Finance & Procurement","It is the understanding of the risks including the skill of identifying and evaluating contractual and financial risks, developing the risk treatment strategy and developing and monitoring the financial and contractual risk controls.","Finance","true"
"TECH-FINA-020","cmhrr6idu01n5atz0lz90uvex","Stakeholder Management(Fin & Proc)","TECHNICAL","Finance & Procurement","It is the ability to facilitate respective stakeholders interacting directly with Procurement Department to ensure that procurement process efficiency and effectiveness is maintained in an uncompromising manner without impacting operational continuity and business disruption.","Finance","true"
"TECH-FINA-021","cmhrr6ja706scatz01w9q8tfg","Statutory Reporting","TECHNICAL","Finance & Procurement","It is the understanding of the regulatory requirements, guidelines and the templates for reporting the business performance. It includes the  skill of reporting the financial performance as per the requirements.","Finance","true"
"TECH-FINA-022","cmhrr6jac06t7atz0jj1jse4q","Taxation Management","TECHNICAL","Finance & Procurement","It is the understanding of various direct and indirect Tax Laws and Regulations applicable to the business. It also includes skills in calculating tax liability and tax payable along with calculation of deferred tax liability/ asset. Additionally, it includes the ability to provide insights into the implications of various decision for taxation purposes.","Finance","true"
"TECH-FINA-023","cmhrr6idn01m4atz0hhhjwgb3","Tendering(Finanace)","TECHNICAL","Finance & Procurement","It is the knowledge and understanding of the tendering lifecycle, working with end users to ensure that the materials/services procured are aligned with business needs and within the available budget. It also includes the skill of finalizing the evaluation criterion and negotiation with vendors.","Finance","true"
"TECH-FINA-024","cmhrr6jaj06u6atz0l6si6yfu","Treasury & Banking Operations","TECHNICAL","Finance & Procurement","Knowledge about the optimum investment opportunities of term deposits, key terms and conditions. Skill to forecast the cast flow requirements and identification of risk averse investments in-line with company's strategy, management guidelines and risk appetite. Additionally, knowledge about the various financial/leasing facilities available from various financial institutions along with activation of the exit strategy for various investments.","Finance","true"
"TECH-FINA-026","cmhsw5wfv0019d2e3pa8fyan1","Using IT Applications","TECHNICAL","Finance & Procurement","Ability to use MS office suite of products including MS Office and Visio in day to day work situations and also awareness of planning, budgeting and forecasting software's like Hyperion, Business Objects and Aurora. It also includes the ability to use Oracle financial modules to extract information through queries.","Finance","true"
"TECH-FINA-025","cmhrr6ie001o2atz0fgo2ickj","Vendor Management","TECHNICAL","Finance & Procurement","It is the ability to assess, evaluate and select the right vendors (third-party providers) of materials and services, develop partnership arrangement with key vendors along with supervising day-to-day interactions and managing longer-term relationship in the context of managing organization's costs, mitigate risks and maintaining service excellence.","Finance","true"
"TECH-FIRE-001","cmhrr6if401ueatz0s246j7ro","AFS Personnel Training and Awareness","TECHNICAL","Fire","Ability to equip all levels of AFS personnel with the necessary theory, principles and skills to perform their tasks.  Carryout practical exercises involving pressure-fed fuel fires to give AFS personnel adequate exposure related to aircraft firefighting, fire station management, tactical fire-fighting, fire safety planning, as well as command and control at aircraft crash site to prepare personnel for their roles as senior fire officers.","Operations","true"
"TECH-FIRE-002","cmhrr6iew01t5atz0vfwogjr6","AFS Standard Operating Procedure (SOP)  Management","TECHNICAL","Fire","Ability to examine existing SOPs, identify shortfalls, and develop an action plan. Ability to prepare comprehensive set of SOPs through effective data collection, documentation, developing formats, reviewing the approval process. Ability to identify the requirements and systems needed to ensure that new SOPs are understood and implemented correctly.","Operations","true"
"TECH-FIRE-003","cmhrr6ig101zeatz0z564xo98","Fire and Safety Policy and strategy  planning and risk management","TECHNICAL","Fire","Ability to develop and implement the fire strategy plan in coordination with internal and external stakeholders, and developing the required documentation. Ability to develop and implement Hazard identification process, Safety risk assessment and mitigation process. Carryout  Fire Safety performance monitoring and measurement as well as internal safety investigation. Conducting Fire Training/ education and Fire safety  awarness","Operations","true"
"TECH-FIRE-004","cmhrr6ifb01vlatz0drhhvj8c","Incident Management","TECHNICAL","Fire","Ability to manage all types of incidents and accident in an effective manner.  Ability to set clear and defined objectives to resolve the incident through detailed action plans, and carryout effective communication of action plans with various Agencies. Ability to classify various types of safety-breach incidents according to the 3 levels of commands (Bronze, Silver and Gold) system, and to proceed with the immediate required actions in accordance to each category.","Operations","true"
"TECH-FIRE-005","cmhrr6iep01s0atz0yj8rrt5h","Knowledge of Regulations(Fire)","TECHNICAL","Fire","Knowledge of international and local standards of airport operation and Rescue and Firefighting in accordance with CAR 139, ICAO regulations , Annex 14 - Aerodrome Design and Operations, Airport Service Manual - Annex's (part 1 & 7)","Fire","true"
"TECH-FIRE-006","cmhrr6ifk01wwatz0vtjcq28h","Medical First Aid and Casualty Handling","TECHNICAL","Fire","Understanding and knowledge of First aid procedures to address different types of casualties. Ability to initiate first aid procedures, provide basic medical assistance and  handle causalities so as to avoid  additional suffering and/or injury in the removal of the injured  in an aircraft or airport accident or incident.","Operations","true"
"TECH-FIRE-007","cmhrr6ifs01y3atz08hg54r0k","Rescue and Firefighting Operation","TECHNICAL","Fire","Ability to effectively use the Rescue and Firefighting Equipment (hoses, nozzles, turrets and other appliances required for compliance with ICAO - Annex 14). Ability to use radio communication equipment, proper procedures of radiotelephony communications and basic hand signals. Ability to carryout  search and rescue procedures, in enclosed spaces of an aircraft and areas in the immediate vicinity of an aircraft accident.","Operations","true"
"TECH-HRAD-001","cmhrr6iji02iratz0u9rs95a2","Administration","TECHNICAL","HR & Admin","The ability to plan, direct, or coordinate the administrative services like office facilities management, local/domestic/international travel and logistics, renewal and management of office support services.","Corporate Support","true"
"TECH-HRAD-002","cmhrr6ihr028patz0v62r2svg","Compensation & Rewards","TECHNICAL","HR & Admin","It is the understanding and ability to develop compensation and rewards strategy by applying compensation and total rewards principles. It includes an understanding of employees' salary and grading structure, carrying out benchmarking surveys, establishing the internal pay ranges for various grades, analyzing trends across employee segments and recommending revision of salary scales.","Corporate Support","true"
"TECH-HRAD-003","cmhrr6ij002fratz0resf9334","Employee Engagement","TECHNICAL","HR & Admin","It is the understanding of key engagement drivers at OA and the process and methods of measuring employee engagement.  It includes the skill of identifying and implementing the tools and identifying initiatives that enhance or sustain the employee engagement at OA.","Corporate Support","true"
"TECH-HRAD-004","cmhrr6igq0235atz0es2w5jwz","Employee Relations Management","TECHNICAL","HR & Admin","Ability to manage employee relations activities such as employee joining formalities for local and expatriate employees and updating personnel files. It includes the ability to handle employee queries/grievances/disciplinary action, interpreting and administering contracts and helping resolve work-related problems.","Corporate Support","true"
"TECH-HRAD-005","cmhrr6ijp02k0atz0fz0eqwxc","Fleet Management","TECHNICAL","HR & Admin","The ability to maintain and monitor fleet requirements such as vehicle registration, insurance expiry date, fleet booking… It includes the ability to maintain an updated database to track the required information, action upon it and avoid any fees imposed for late renewal.","Corporate Support","true"
"TECH-HRAD-006","cmhrr6ijx02l9atz0utlnrtkg","Government Relations","TECHNICAL","HR & Admin","The ability to understand and interpret labour laws and  visa-related government processes and the implications to OA. It includes taking relevant steps to ensure OA is compliant at all times.","Corporate Support","true"
"TECH-HRAD-007","cmhrr6igi021uatz00ufow9f7","HR Policies Administration","TECHNICAL","HR & Admin","Understanding of OA HR policies, processes and various  procedures in relation to Omani labour law, processes and procedures  Ability to review, develop, implement, monitor and keep updated Human Resources processes, policies and procedures. It includes implementing the OA policies in a consistent manner across OA.","Corporate Support","true"
"TECH-HRAD-008","cmhrr6iiq02e6atz0ra6oadep","Learning and Development Execution","TECHNICAL","HR & Admin","It is the ability to develop an annual training plan and schedule for OA in line with the training needs analysis. It includes identifying internal and external trainers / training partners, enrollment of participants, organizing trainings as per plan, ensuring training coverage, gathering feedback and documentation.","Corporate Support","true"
"TECH-HRAD-009","cmhrr6iii02cvatz0usvck2q2","Learning and Development Planning","TECHNICAL","HR & Admin","It is an understanding of the technical and leadership / behavioral competency framework and its application in learning and development. It includes the ability to identify and consolidate the learning needs for OA and preparing a plan for executing the organization wide learning needs. It also includes prioritizing learning needs, identifying appropriate channels of learning, implementing and measuring the effectiveness  of learning interventions.","Corporate Support","true"
"TECH-HRAD-010","cmhrr6igz024eatz0m25lpno7","Manpower Planning and Budgeting","TECHNICAL","HR & Admin","It is the ability to develop and align a manpower strategy to overall OA strategy. It includes creation and execution of Omanisation plan and succession planning, identification of positions (new and existing) to be Omanized as well as forecasting the headcount for OA across various departments.","Corporate Support","true"
"TECH-HRAD-011","cmhrr6ig9020latz0wnrotfkt","Payroll Process Management","TECHNICAL","HR & Admin","Understanding of the payroll process, various inputs and its impact on the payroll process. Understanding of employees' salaries, wages, allowances, bonuses, net pay and deductions payable and calculation mechanism medical benefits  and other benefits in line with HR policies and procedures.","Corporate Support","true"
"TECH-HRAD-012","cmhrr6ih7025latz08hf2nuet","Performance Program Management","TECHNICAL","HR & Admin","It is the knowledge and ability to apply goal deployment concepts and methodologies in line with organizational focus areas. Understanding of its linkages with Rewards, Learning and Development and Career Progression. It includes the ability to develop and manage the performance management cycle, internal communication, training / education / coaching of all employees on PMS process.  Ability to understand and align individual performance to company performance, through targets, goals, metrics and behaviors and to monitor performance of individuals in relation to company performance.","Corporate Support","true"
"TECH-HRAD-013","cmhrr6ij702h0atz0u8gaq7jg","Strategic HR","TECHNICAL","HR & Admin","It is the understanding of HR from a macro perspective and how it fits and contributes to the overall success of OA. It includes developing and the skill of implementing HR practices to the Strategy of the company by being innovative, identifying leading trends and forecasting likely scenarios and continually improving processes.  It is the ability to plan medium and long term initiatives and positioning HR as a strategic business partner.","Corporate Support","true"
"TECH-HRAD-014","cmhrr6ihh0274atz0xhnyjgu7","Talent Acquisition","TECHNICAL","HR & Admin","It is an ability to develop a strategy for talent attraction in line with the manpower plans. It includes identifying the sources of talent acquisition, sourcing of candidate profiles, understanding of talent assessment procedures like interviews, tests and final candidate selection.","Corporate Support","true"
"TECH-HRAD-015","cmhrr6ii402amatz09lcdhaf4","Talent Management and Development","TECHNICAL","HR & Admin","Ability to design and implement talent management practices including succession planning, high potential employee identification, leadership development and career planning. It also includes an understanding of competency frameworks, development interventions, methods and tools of assessments, preparation and management of IDPs.","Corporate Support","true"
"TECH-HSE-001","cmhrr6iq003j4atz00ji61qgn","Aviation Regulations","TECHNICAL","HSE","Knowledge of international and local standards of airport operation's safety including  ICAO regulations , Annex 14 - Aerodrome Design and Operations, Annex 19 - Safety Management, CAR 139, OSH 286 and regulations related to environment protection by Ministry of Environment and Climate Affairs. Knowledge of International Aviation bodies such as ACI, IATA...","Operations","true"
"TECH-HSE-002","cmhrr6irh03rzatz0skc2m9yx","Environmental Manual","TECHNICAL","HSE","The knowledge of the various sources of environmental pollution caused by airlines / airports and neighbouring community which results in noise, air, surface water and visual / lightening pollution. Ability to develop SoPs to manage, eliminate or reduce environmental pollution. Ability to develop performance indicators to assess and control environmental pollution and develop mitigation plans.","Operations","true"
"TECH-HSE-003","cmhrr6ir103p9atz0i9udhzjj","HSE Culture","TECHNICAL","HSE","The ability to create an HSE driven culture in OA by engaging with stakeholders to conduct HSE awareness sessions and campaigns to various stakeholders including third party. This also includes conducting mandatory refresher HSE training.","Operations","true"
"TECH-HSE-004","cmhrr6iql03mnatz0t0nv7w35","HSE Monitoring and Inspection","TECHNICAL","HSE","Ability to develop HSE plans aligned with the operational risks identified. It also includes the ability to conduct routine safety monitoring of airside such as runways, taxiways, aprons, and grass areas, terminal and passenger safety such as parking, food, trollies...","Operations","true"
"TECH-HSE-005","cmhrr6iqs03nqatz0egfdkmmi","HSE Risk Assessment","TECHNICAL","HSE","Knowledge of the type of hazards and risks such as runway incursions, adverse weather, FOD to aircraft, major bird strike causing accident, loss of supply of utilities or other major services... The ability to identify and categorize risks. It also includes the skill to evaluate the risk by using the risk assessment tools and techniques and developing mitigation plans.","Operations","true"
"TECH-HSE-006","cmhrr6iqd03lcatz0w4zrdww2","Investigation","TECHNICAL","HSE","The ability to conduct investigations related to HSE incidents, reconstruct the events, gather evidence, root cause analysis and arrive to a conclusion. It also includes the ability to prepare investigation reports and recommend corrective actions.","Operations","true"
"TECH-HSE-007","cmhrr6ira03quatz0h7n6e6gn","Occupational Health Manual","TECHNICAL","HSE","The knowledge of international and local regulations on occupational health hazards. Ability to develop SoPs to manage, eliminate or reduce occupational health hazards on employees such as noise, fumes... Ability to develop performance indicators to assess and control health hazards and develop mitigation plans.","Operations","true"
"TECH-HSE-008","cmhrr6iq603k7atz01gsrm9zo","Report Analysis","TECHNICAL","HSE","Understanding and analysis of HSE daily, monthly, quarterly and annual reports including the classification of HSE violations caused by OA, vendors, airline ground handlers and other stakeholders. It also includes the ability to effectively follow up on the closure of the required actions to be taken.","Operations","true"
